GNB,LR,PAC,Pct,RC,SGDC,LSVC,SVC,KNC,MLPC,DTC,ABC,BC,ETC,GBC,RFC,HGBC,XGBC,LGBMC,CBC
0.3188150510584473,0.44071873467795125,0.6737868352628622,0.37595875856689603,0.40663939612160077,0.6554086204928458,0.412435245749917,0.8831066192038395,0.9338668056622811,0.9196638804042697,0.9246584302760263,0.9228618063723866,0.9269398336221605,0.9317366573047227,0.9299679011764479,0.9347915736882914,0.9301686956270838,0.9331618829560381,0.9300683072085347,0.9370870408061226
0.3181107759317101,0.42440456739721943,0.579302963462619,0.522574948539892,0.4008914045715948,0.5405262631350329,0.40640286023311767,0.8587825237203761,0.9153722936766955,0.9263193089548759,0.9246584302760263,0.9228618063723866,0.9269398336221605,0.9317366573047227,0.9307445562764958,0.93399513159844,0.9301686956270838,0.9331618829560381,0.928434564602237,0.9370870408061226
0.28568624056846853,0.7494928579944015,0.7156676270011881,0.6954743270191445,0.7392839356961015,0.7615847878123341,0.7474805059948829,0.7796217770618362,0.8619677653821822,0.8333734465092163,0.8886263784128012,0.8771232129002049,0.9277693517299119,0.9175013168808351,0.9356150913369438,0.9345520884577431,0.9474365005554432,0.9466145879006509,0.9441818033931876,0.9396447732606605
0.3159677991344759,0.8359081738576624,0.8892459386958022,0.8693351853884699,0.7796467736927789,0.8862693280217453,0.8651681400821811,0.9031600352842647,0.9153397977899668,0.9223027592315561,0.9117891386350553,0.9078347091466561,0.9218951672769391,0.9297248390236155,0.9380832959333564,0.9465630285439486,0.9396646261706921,0.9435578102947678,0.9466766355763786,0.9481762983934219
0.4809436288644912,0.7549143136189224,0.7321663590199288,0.5358763056405612,0.7359334988483568,0.5149023332566692,0.7504575788491906,0.3690249757498949,0.7220741830564033,0.8049177891855596,0.8762203440778944,0.8748049335311056,0.9221195389893864,0.9169222975261688,0.9474053728278253,0.9329310558594636,0.9466549196314878,0.9403516099099613,0.9419356808944402,0.9372580820704901
0.3164600124378914,0.8382930887293113,0.8534205703005199,0.7052360508037744,0.783068157599145,0.7870779594138426,0.8683661294230117,0.4222505165566948,0.7513558426706878,0.9207916852336765,0.9084394379269973,0.9034189277239824,0.9290907298454801,0.9304699219281961,0.9403772477764535,0.9419153276140845,0.9388554807239206,0.9358033985960371,0.9404583925578003,0.948182341188412
0.3200995876803361,0.4639751478704433,0.66603811720079,0.36072481928741046,0.41206459964270287,0.5330480224027812,0.4119490686934448,0.8822440576827429,0.9322880520738289,0.9211553317705552,0.9057213186010121,0.9065274099059629,0.9237648218817809,0.9340868597144891,0.9316620796815658,0.9395379192166985,0.9339737237648684,0.9356383539253832,0.9402085517623122,0.9363665337676935
0.31939312459963337,0.42756612066237853,0.5434993615264893,0.40434677981595685,0.40233763073713996,0.41002049242326577,0.4135060412117364,0.6598877444522343,0.8499135882171556,0.9281370736658194,0.8994813049152934,0.8987796731489951,0.9300336672237207,0.934011163324695,0.9355079203283894,0.9339489559128005,0.9206324611789094,0.9308261633790492,0.9307806225357466,0.9363491495610144
0.4032575425932075,0.7506012547846133,0.6736609598805796,0.4337494532498142,0.7487951718912674,0.6600144624313471,0.7556231250965734,0.8831066192038395,0.9370228320662164,0.9434467184970745,0.9222150350582057,0.9182755155537005,0.9339666774030022,0.9305300058500191,0.9443257080478336,0.9497892163434876,0.946596434485536,0.9474206125262499,0.9497240284055147,0.9434718304948942
0.3165178866435423,0.8596216809012074,0.8042077863775743,0.8152473608171191,0.8426391465793255,0.8562816135949266,0.8840085618329298,0.8832230521461388,0.9277875585055623,0.9371079084759515,0.8972700691369963,0.9234885584773603,0.934710481946415,0.9382935945516674,0.9387989259070662,0.9457714650372411,0.9411436693236809,0.941205897292203,0.9481874681492407,0.9465611572113862
0.40548126636031084,0.7579437742680777,0.6906737020736233,0.4806446804073077,0.7496318053045705,0.5233541328936143,0.7551723185547772,0.8822440576827429,0.9330693281086327,0.9324672241921912,0.9127754466972832,0.9229877578012851,0.9332334062832548,0.9344087248765639,0.9481250820935138,0.9536747886081767,0.9442234789272295,0.946605671113043,0.9457738262232017,0.9497825054537611
0.3201677203009751,0.8641845304127972,0.7911117197744532,0.7486670651411265,0.8517639820906597,0.6917260860965253,0.8815788725938093,0.6844966245890198,0.8532149470163375,0.9340642249096941,0.9251128190254927,0.929770398259104,0.9338457060882075,0.9343811134142798,0.9434897239617,0.9473602720364209,0.9434886706868906,0.9427390295564682,0.9442534053850761,0.9442900057166326
0.3183162261254092,0.38294489750255056,0.6680975569352477,0.45633973700449126,0.36263170506145576,0.5430315758926938,0.36263170506145576,0.8831066192038395,0.9346526165777364,0.9331115888882268,0.8991694339013985,0.9347088652116342,0.9361501119866003,0.9379814857639982,0.9345869554108029,0.9457149353575214,0.9433637189830365,0.9418386382516398,0.9378464887240218,0.9386210289470462
0.8168373356630225,0.4258382451982059,0.5838316166026398,0.5469338867621412,0.4011030853655907,0.4506706753321912,0.409787209312765,0.8579812776493323,0.914579899422382,0.9262973982181979,0.8910086103716597,0.8863991122412791,0.9107948753107026,0.9053582153951438,0.9239120977215257,0.9240007379810767,0.9254241340279118,0.9248364285557937,0.9324339199952163,0.92548131341106
0.5368756567037182,0.7495065841906683,0.7156575053979256,0.6918815040653898,0.7385677668103845,0.7519631640278711,0.7512978583604587,0.7779683050709711,0.8619677653821822,0.7991725545876885,0.7575268714231818,0.7593366825068929,0.8023507748231676,0.8081774285661321,0.8388580750628802,0.8373672235756139,0.8491759487860063,0.8426191782164483,0.8521481032420657,0.8576318921452829
0.6837607885330572,0.8359081738576624,0.8863887317114669,0.8178408612444724,0.7796467736927789,0.8856839953031793,0.8659390260373595,0.9039552329227363,0.9153397977899668,0.9003002049512895,0.848408946008227,0.8506587221912644,0.9024152430950826,0.8947497003111303,0.9090531849792575,0.9176543900649267,0.919199402852896,0.9144884952712379,0.920901897442787,0.9225038015148636
0.39958536305403347,0.6657196586711843,0.6011055687982721,0.49162178411067275,0.49116801156002277,0.40495416333965745,0.5900835516147407,0.36901280431534933,0.6983982531541022,0.7916696524499287,0.7640266354133904,0.7605575335971861,0.7930532768804841,0.8529354382232145,0.8372901363162544,0.8482730655875592,0.8563876598637902,0.8437644183185967,0.8525405818597289,0.8615231827184476
0.6969180705524415,0.8319092617690456,0.8094666168289764,0.642165802491041,0.7609124093944721,0.7852621372040468,0.861301873172083,0.42222266803011105,0.754196517154729,0.898147757337317,0.8484768457068204,0.8256428408158342,0.87979531312873,0.9038745605718992,0.8987742110845915,0.9097361230529587,0.9112337989828292,0.9027424059959193,0.9065503932312577,0.9155420265545127
0.5484708178852871,0.4045029482667469,0.6609326566209132,0.1934789899695985,0.3676445792849073,0.5327745279765823,0.38398622405126287,0.8822440576827429,0.9330951614103145,0.9322332168232732,0.9090267027994757,0.9139772119526474,0.9346591949126675,0.9440363020178665,0.9394279931677659,0.9464241894177652,0.9369322305426281,0.9363365995531996,0.9345950121426062,0.9434040748622159
0.8232765108481773,0.4102762265024784,0.5322695672217025,0.37382073366717594,0.38795899600823475,0.4067342507086826,0.38975587512254534,0.6598877444522343,0.8490120893440363,0.9231284061592321,0.8219612610445539,0.816242065414188,0.8864067670281005,0.9193006376248156,0.9168048034354378,0.9254598123114188,0.919882680614456,0.9232168384760702,0.9239019493238201,0.9207409660967445
